order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,confirmed_cases,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,date,slope,avg_slope
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,203292,1748,0.027,0.032,0.054,0.145,0.742,2021-01-20,821.0,1128.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,204369,1748,0.027,0.032,0.054,0.145,0.742,2021-01-21,1077.0,1021.8
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,205926,1748,0.027,0.032,0.054,0.145,0.742,2021-01-22,1557.0,1065.8
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,207240,1748,0.027,0.032,0.054,0.145,0.742,2021-01-23,1314.0,1144.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,208147,1748,0.027,0.032,0.054,0.145,0.742,2021-01-24,907.0,1135.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,208929,1748,0.027,0.032,0.054,0.145,0.742,2021-01-25,782.0,1127.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,209726,1748,0.027,0.032,0.054,0.145,0.742,2021-01-26,797.0,1071.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,210581,1748,0.027,0.032,0.054,0.145,0.742,2021-01-27,855.0,931.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,211453,1748,0.027,0.032,0.054,0.145,0.742,2021-01-28,872.0,842.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,212575,1748,0.027,0.032,0.054,0.145,0.742,2021-01-29,1122.0,885.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,213384,1748,0.027,0.032,0.054,0.145,0.742,2021-01-30,809.0,891.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,214108,1748,0.027,0.032,0.054,0.145,0.742,2021-01-31,724.0,876.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,214780,1748,0.027,0.032,0.054,0.145,0.742,2021-02-01,672.0,839.8
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,215469,1748,0.027,0.032,0.054,0.145,0.742,2021-02-02,689.0,803.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,216121,1748,0.027,0.032,0.054,0.145,0.742,2021-02-03,652.0,709.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,216817,1748,0.027,0.032,0.054,0.145,0.742,2021-02-04,696.0,686.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,217521,1748,0.027,0.032,0.054,0.145,0.742,2021-02-05,704.0,682.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,218178,1748,0.027,0.032,0.054,0.145,0.742,2021-02-06,657.0,679.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,218739,1748,0.027,0.032,0.054,0.145,0.742,2021-02-07,561.0,654.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,219183,1748,0.027,0.032,0.054,0.145,0.742,2021-02-08,444.0,612.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,219602,1748,0.027,0.032,0.054,0.145,0.742,2021-02-09,419.0,557.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,220204,1748,0.027,0.032,0.054,0.145,0.742,2021-02-10,602.0,536.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,220710,1748,0.027,0.032,0.054,0.145,0.742,2021-02-11,506.0,506.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,221215,1748,0.027,0.032,0.054,0.145,0.742,2021-02-12,505.0,495.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,221949,1748,0.027,0.032,0.054,0.145,0.742,2021-02-13,734.0,553.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222429,1748,0.027,0.032,0.054,0.145,0.742,2021-02-14,480.0,565.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222670,1748,0.027,0.032,0.054,0.145,0.742,2021-02-15,241.0,493.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222916,1748,0.027,0.032,0.054,0.145,0.742,2021-02-16,246.0,441.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223200,1748,0.027,0.032,0.054,0.145,0.742,2021-02-17,284.0,397.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223624,1748,0.027,0.032,0.054,0.145,0.742,2021-02-18,424.0,335.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223960,1748,0.027,0.032,0.054,0.145,0.742,2021-02-19,336.0,306.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224227,1748,0.027,0.032,0.054,0.145,0.742,2021-02-20,267.0,311.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224469,1748,0.027,0.032,0.054,0.145,0.742,2021-02-21,242.0,310.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224597,1748,0.027,0.032,0.054,0.145,0.742,2021-02-22,128.0,279.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224944,1748,0.027,0.032,0.054,0.145,0.742,2021-02-23,347.0,264.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,225301,1748,0.027,0.032,0.054,0.145,0.742,2021-02-24,357.0,268.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,225820,1748,0.027,0.032,0.054,0.145,0.742,2021-02-25,519.0,318.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226120,1748,0.027,0.032,0.054,0.145,0.742,2021-02-26,300.0,330.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226469,1748,0.027,0.032,0.054,0.145,0.742,2021-02-27,349.0,374.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226701,1748,0.027,0.032,0.054,0.145,0.742,2021-02-28,232.0,351.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226871,1748,0.027,0.032,0.054,0.145,0.742,2021-03-01,170.0,314.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227107,1748,0.027,0.032,0.054,0.145,0.742,2021-03-02,236.0,257.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227455,1748,0.027,0.032,0.054,0.145,0.742,2021-03-03,348.0,267.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227771,1748,0.027,0.032,0.054,0.145,0.742,2021-03-04,316.0,260.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228083,1748,0.027,0.032,0.054,0.145,0.742,2021-03-05,312.0,276.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228492,1748,0.027,0.032,0.054,0.145,0.742,2021-03-06,409.0,324.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228665,1748,0.027,0.032,0.054,0.145,0.742,2021-03-07,173.0,311.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228806,1748,0.027,0.032,0.054,0.145,0.742,2021-03-08,141.0,270.2
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229156,1748,0.027,0.032,0.054,0.145,0.742,2021-03-09,350.0,277.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229415,1748,0.027,0.032,0.054,0.145,0.742,2021-03-10,259.0,266.4
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229956,1748,0.027,0.032,0.054,0.145,0.742,2021-03-11,541.0,292.8
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,230758,1748,0.027,0.032,0.054,0.145,0.742,2021-03-12,802.0,418.6
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,231116,1748,0.027,0.032,0.054,0.145,0.742,2021-03-13,358.0,462.0
1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,231277,1748,0.027,0.032,0.054,0.145,0.742,2021-03-14,161.0,424.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231416,1748,0.027,0.032,0.054,0.145,0.742,2021-03-15,139.0,400.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231710,1748,0.027,0.032,0.054,0.145,0.742,2021-03-16,294.0,350.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231946,1748,0.027,0.032,0.054,0.145,0.742,2021-03-17,236.0,237.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232174,1748,0.027,0.032,0.054,0.145,0.742,2021-03-18,228.0,211.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232382,1748,0.027,0.032,0.054,0.145,0.742,2021-03-19,208.0,221.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232595,1748,0.027,0.032,0.054,0.145,0.742,2021-03-20,213.0,235.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232730,1748,0.027,0.032,0.054,0.145,0.742,2021-03-21,135.0,204.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232808,1748,0.027,0.032,0.054,0.145,0.742,2021-03-22,78.0,172.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232916,1748,0.027,0.032,0.054,0.145,0.742,2021-03-23,108.0,148.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233110,1748,0.027,0.032,0.054,0.145,0.742,2021-03-24,194.0,145.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233305,1748,0.027,0.032,0.054,0.145,0.742,2021-03-25,195.0,142.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233671,1748,0.027,0.032,0.054,0.145,0.742,2021-03-26,366.0,188.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233889,1748,0.027,0.032,0.054,0.145,0.742,2021-03-27,218.0,216.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234031,1748,0.027,0.032,0.054,0.145,0.742,2021-03-28,142.0,223.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234131,1748,0.027,0.032,0.054,0.145,0.742,2021-03-29,100.0,204.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234300,1748,0.027,0.032,0.054,0.145,0.742,2021-03-30,169.0,199.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234549,1748,0.027,0.032,0.054,0.145,0.742,2021-03-31,249.0,175.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234803,1748,0.027,0.032,0.054,0.145,0.742,2021-04-01,254.0,182.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235081,1748,0.027,0.032,0.054,0.145,0.742,2021-04-02,278.0,210.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235444,1748,0.027,0.032,0.054,0.145,0.742,2021-04-03,363.0,262.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235590,1748,0.027,0.032,0.054,0.145,0.742,2021-04-04,146.0,258.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235695,1748,0.027,0.032,0.054,0.145,0.742,2021-04-05,105.0,229.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235900,1748,0.027,0.032,0.054,0.145,0.742,2021-04-06,205.0,219.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236130,1748,0.027,0.032,0.054,0.145,0.742,2021-04-07,230.0,209.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236483,1748,0.027,0.032,0.054,0.145,0.742,2021-04-08,353.0,207.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237037,1748,0.027,0.032,0.054,0.145,0.742,2021-04-09,554.0,289.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237737,1748,0.027,0.032,0.054,0.145,0.742,2021-04-10,700.0,408.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238008,1748,0.027,0.032,0.054,0.145,0.742,2021-04-11,271.0,421.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238245,1748,0.027,0.032,0.054,0.145,0.742,2021-04-12,237.0,423.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238555,1748,0.027,0.032,0.054,0.145,0.742,2021-04-13,310.0,414.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238853,1748,0.027,0.032,0.054,0.145,0.742,2021-04-14,298.0,363.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239293,1748,0.027,0.032,0.054,0.145,0.742,2021-04-15,440.0,311.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742,2021-04-16,455.0,348.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742,2021-04-17,0.0,300.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742,2021-04-18,0.0,238.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240307,1748,0.027,0.032,0.054,0.145,0.742,2021-04-19,559.0,290.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240574,1748,0.027,0.032,0.054,0.145,0.742,2021-04-20,267.0,256.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240909,1748,0.027,0.032,0.054,0.145,0.742,2021-04-21,335.0,232.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241353,1748,0.027,0.032,0.054,0.145,0.742,2021-04-22,444.0,321.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742,2021-04-23,461.0,413.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742,2021-04-24,0.0,301.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742,2021-04-25,0.0,248.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242524,1748,0.027,0.032,0.054,0.145,0.742,2021-04-26,710.0,323.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242819,1748,0.027,0.032,0.054,0.145,0.742,2021-04-27,295.0,293.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243155,1748,0.027,0.032,0.054,0.145,0.742,2021-04-28,336.0,268.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243550,1748,0.027,0.032,0.054,0.145,0.742,2021-04-29,395.0,347.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742,2021-04-30,392.0,425.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742,2021-05-01,0.0,283.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742,2021-05-02,0.0,224.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,244647,1748,0.027,0.032,0.054,0.145,0.742,2021-05-03,705.0,298.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245034,1748,0.027,0.032,0.054,0.145,0.742,2021-05-04,387.0,296.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245358,1748,0.027,0.032,0.054,0.145,0.742,2021-05-05,324.0,283.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245693,1748,0.027,0.032,0.054,0.145,0.742,2021-05-06,335.0,350.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742,2021-05-07,413.0,432.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742,2021-05-08,0.0,291.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742,2021-05-09,0.0,214.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246811,1748,0.027,0.032,0.054,0.145,0.742,2021-05-10,705.0,290.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247186,1748,0.027,0.032,0.054,0.145,0.742,2021-05-11,375.0,298.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247606,1748,0.027,0.032,0.054,0.145,0.742,2021-05-12,420.0,300.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248006,1748,0.027,0.032,0.054,0.145,0.742,2021-05-13,400.0,380.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742,2021-05-14,330.0,446.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742,2021-05-15,0.0,305.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742,2021-05-16,0.0,230.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248793,1748,0.027,0.032,0.054,0.145,0.742,2021-05-17,457.0,237.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249011,1748,0.027,0.032,0.054,0.145,0.742,2021-05-18,218.0,201.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249295,1748,0.027,0.032,0.054,0.145,0.742,2021-05-19,284.0,191.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249573,1748,0.027,0.032,0.054,0.145,0.742,2021-05-20,278.0,247.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742,2021-05-21,258.0,299.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742,2021-05-22,0.0,207.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742,2021-05-23,0.0,164.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250169,1748,0.027,0.032,0.054,0.145,0.742,2021-05-24,338.0,174.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250386,1748,0.027,0.032,0.054,0.145,0.742,2021-05-25,217.0,162.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250573,1748,0.027,0.032,0.054,0.145,0.742,2021-05-26,187.0,148.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250785,1748,0.027,0.032,0.054,0.145,0.742,2021-05-27,212.0,190.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742,2021-05-28,227.0,236.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742,2021-05-29,0.0,168.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742,2021-05-30,0.0,125.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251012,1748,0.027,0.032,0.054,0.145,0.742,2021-05-31,0.0,87.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251460,1748,0.027,0.032,0.054,0.145,0.742,2021-06-01,448.0,135.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,251809,1748,0.027,0.032,0.054,0.145,0.742,2021-06-02,349.0,159.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252137,1748,0.027,0.032,0.054,0.145,0.742,2021-06-03,328.0,225.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742,2021-06-04,313.0,287.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742,2021-06-05,0.0,287.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,252450,1748,0.027,0.032,0.054,0.145,0.742,2021-06-06,0.0,198.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253006,1748,0.027,0.032,0.054,0.145,0.742,2021-06-07,556.0,239.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253297,1748,0.027,0.032,0.054,0.145,0.742,2021-06-08,291.0,232.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253506,1748,0.027,0.032,0.054,0.145,0.742,2021-06-09,209.0,211.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253754,1748,0.027,0.032,0.054,0.145,0.742,2021-06-10,248.0,260.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742,2021-06-11,215.0,303.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742,2021-06-12,0.0,192.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,253969,1748,0.027,0.032,0.054,0.145,0.742,2021-06-13,0.0,134.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254376,1748,0.027,0.032,0.054,0.145,0.742,2021-06-14,407.0,174.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254583,1748,0.027,0.032,0.054,0.145,0.742,2021-06-15,207.0,165.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,254912,1748,0.027,0.032,0.054,0.145,0.742,2021-06-16,329.0,188.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255153,1748,0.027,0.032,0.054,0.145,0.742,2021-06-17,241.0,236.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742,2021-06-18,362.0,309.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742,2021-06-19,0.0,227.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,255515,1748,0.027,0.032,0.054,0.145,0.742,2021-06-20,0.0,186.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256067,1748,0.027,0.032,0.054,0.145,0.742,2021-06-21,552.0,231.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256415,1748,0.027,0.032,0.054,0.145,0.742,2021-06-22,348.0,252.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,256826,1748,0.027,0.032,0.054,0.145,0.742,2021-06-23,411.0,262.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257221,1748,0.027,0.032,0.054,0.145,0.742,2021-06-24,395.0,341.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742,2021-06-25,740.0,489.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742,2021-06-26,0.0,378.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,257961,1748,0.027,0.032,0.054,0.145,0.742,2021-06-27,0.0,309.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,258822,1748,0.027,0.032,0.054,0.145,0.742,2021-06-28,861.0,399.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,259356,1748,0.027,0.032,0.054,0.145,0.742,2021-06-29,534.0,427.0
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,259885,1748,0.027,0.032,0.054,0.145,0.742,2021-06-30,529.0,384.8
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260389,1748,0.027,0.032,0.054,0.145,0.742,2021-07-01,504.0,485.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742,2021-07-02,449.0,575.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742,2021-07-03,0.0,403.2
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742,2021-07-04,0.0,296.4
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,260838,1748,0.027,0.032,0.054,0.145,0.742,2021-07-05,0.0,190.6
1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,262134,1748,0.027,0.032,0.054,0.145,0.742,2021-07-06,1296.0,349.0
