date,order_code,Face_Masks_Required_in_Public,Source_of_Action,Citation,COUNTYFP,confirmed_cases,index,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
2020-11-17,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,97608,1748,0.027,0.032,0.054,0.145,0.742
2020-11-18,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,98930,1748,0.027,0.032,0.054,0.145,0.742
2020-11-19,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,100552,1748,0.027,0.032,0.054,0.145,0.742
2020-11-20,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,101933,1748,0.027,0.032,0.054,0.145,0.742
2020-11-21,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,103499,1748,0.027,0.032,0.054,0.145,0.742
2020-11-22,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,104624,1748,0.027,0.032,0.054,0.145,0.742
2020-11-23,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,106033,1748,0.027,0.032,0.054,0.145,0.742
2020-11-24,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,108252,1748,0.027,0.032,0.054,0.145,0.742
2020-11-25,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,109827,1748,0.027,0.032,0.054,0.145,0.742
2020-11-26,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,111485,1748,0.027,0.032,0.054,0.145,0.742
2020-11-27,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,112894,1748,0.027,0.032,0.054,0.145,0.742
2020-11-28,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,114691,1748,0.027,0.032,0.054,0.145,0.742
2020-11-29,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,115190,1748,0.027,0.032,0.054,0.145,0.742
2020-11-30,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,116346,1748,0.027,0.032,0.054,0.145,0.742
2020-12-01,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,118412,1748,0.027,0.032,0.054,0.145,0.742
2020-12-02,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,120009,1748,0.027,0.032,0.054,0.145,0.742
2020-12-03,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,121863,1748,0.027,0.032,0.054,0.145,0.742
2020-12-04,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,123691,1748,0.027,0.032,0.054,0.145,0.742
2020-12-05,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,126066,1748,0.027,0.032,0.054,0.145,0.742
2020-12-06,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,127819,1748,0.027,0.032,0.054,0.145,0.742
2020-12-07,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,129427,1748,0.027,0.032,0.054,0.145,0.742
2020-12-08,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,131510,1748,0.027,0.032,0.054,0.145,0.742
2020-12-09,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,133642,1748,0.027,0.032,0.054,0.145,0.742
2020-12-10,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,135296,1748,0.027,0.032,0.054,0.145,0.742
2020-12-11,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,137100,1748,0.027,0.032,0.054,0.145,0.742
2020-12-12,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,139053,1748,0.027,0.032,0.054,0.145,0.742
2020-12-13,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,141231,1748,0.027,0.032,0.054,0.145,0.742
2020-12-14,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,142937,1748,0.027,0.032,0.054,0.145,0.742
2020-12-15,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,144834,1748,0.027,0.032,0.054,0.145,0.742
2020-12-16,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,146723,1748,0.027,0.032,0.054,0.145,0.742
2020-12-17,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,148411,1748,0.027,0.032,0.054,0.145,0.742
2020-12-18,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,150467,1748,0.027,0.032,0.054,0.145,0.742
2020-12-19,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,152291,1748,0.027,0.032,0.054,0.145,0.742
2020-12-20,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,153951,1748,0.027,0.032,0.054,0.145,0.742
2020-12-21,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,155478,1748,0.027,0.032,0.054,0.145,0.742
2020-12-22,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,156166,1748,0.027,0.032,0.054,0.145,0.742
2020-12-23,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,158750,1748,0.027,0.032,0.054,0.145,0.742
2020-12-24,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,160569,1748,0.027,0.032,0.054,0.145,0.742
2020-12-25,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,161913,1748,0.027,0.032,0.054,0.145,0.742
2020-12-26,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,163484,1748,0.027,0.032,0.054,0.145,0.742
2020-12-27,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,164673,1748,0.027,0.032,0.054,0.145,0.742
2020-12-28,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,165318,1748,0.027,0.032,0.054,0.145,0.742
2020-12-29,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,166285,1748,0.027,0.032,0.054,0.145,0.742
2020-12-30,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,168342,1748,0.027,0.032,0.054,0.145,0.742
2020-12-31,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,170032,1748,0.027,0.032,0.054,0.145,0.742
2021-01-01,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,171850,1748,0.027,0.032,0.054,0.145,0.742
2021-01-02,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,173634,1748,0.027,0.032,0.054,0.145,0.742
2021-01-03,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,175591,1748,0.027,0.032,0.054,0.145,0.742
2021-01-04,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,176731,1748,0.027,0.032,0.054,0.145,0.742
2021-01-05,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,178837,1748,0.027,0.032,0.054,0.145,0.742
2021-01-06,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,180524,1748,0.027,0.032,0.054,0.145,0.742
2021-01-07,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,183447,1748,0.027,0.032,0.054,0.145,0.742
2021-01-08,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,185829,1748,0.027,0.032,0.054,0.145,0.742
2021-01-09,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,187893,1748,0.027,0.032,0.054,0.145,0.742
2021-01-10,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,189730,1748,0.027,0.032,0.054,0.145,0.742
2021-01-11,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,191163,1748,0.027,0.032,0.054,0.145,0.742
2021-01-12,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,193483,1748,0.027,0.032,0.054,0.145,0.742
2021-01-13,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,194220,1748,0.027,0.032,0.054,0.145,0.742
2021-01-14,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,196134,1748,0.027,0.032,0.054,0.145,0.742
2021-01-15,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,197652,1748,0.027,0.032,0.054,0.145,0.742
2021-01-16,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,199260,1748,0.027,0.032,0.054,0.145,0.742
2021-01-17,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,200597,1748,0.027,0.032,0.054,0.145,0.742
2021-01-18,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,201519,1748,0.027,0.032,0.054,0.145,0.742
2021-01-19,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,202471,1748,0.027,0.032,0.054,0.145,0.742
2021-01-20,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,203292,1748,0.027,0.032,0.054,0.145,0.742
2021-01-21,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,204369,1748,0.027,0.032,0.054,0.145,0.742
2021-01-22,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,205926,1748,0.027,0.032,0.054,0.145,0.742
2021-01-23,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,207240,1748,0.027,0.032,0.054,0.145,0.742
2021-01-24,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,208147,1748,0.027,0.032,0.054,0.145,0.742
2021-01-25,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,208929,1748,0.027,0.032,0.054,0.145,0.742
2021-01-26,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,209726,1748,0.027,0.032,0.054,0.145,0.742
2021-01-27,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,210581,1748,0.027,0.032,0.054,0.145,0.742
2021-01-28,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,211453,1748,0.027,0.032,0.054,0.145,0.742
2021-01-29,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,212575,1748,0.027,0.032,0.054,0.145,0.742
2021-01-30,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,213384,1748,0.027,0.032,0.054,0.145,0.742
2021-01-31,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,214108,1748,0.027,0.032,0.054,0.145,0.742
2021-02-01,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,214780,1748,0.027,0.032,0.054,0.145,0.742
2021-02-02,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,215469,1748,0.027,0.032,0.054,0.145,0.742
2021-02-03,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,216121,1748,0.027,0.032,0.054,0.145,0.742
2021-02-04,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,216817,1748,0.027,0.032,0.054,0.145,0.742
2021-02-05,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,217521,1748,0.027,0.032,0.054,0.145,0.742
2021-02-06,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,218178,1748,0.027,0.032,0.054,0.145,0.742
2021-02-07,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,218739,1748,0.027,0.032,0.054,0.145,0.742
2021-02-08,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,219183,1748,0.027,0.032,0.054,0.145,0.742
2021-02-09,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,219602,1748,0.027,0.032,0.054,0.145,0.742
2021-02-10,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,220204,1748,0.027,0.032,0.054,0.145,0.742
2021-02-11,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,220710,1748,0.027,0.032,0.054,0.145,0.742
2021-02-12,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,221215,1748,0.027,0.032,0.054,0.145,0.742
2021-02-13,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,221949,1748,0.027,0.032,0.054,0.145,0.742
2021-02-14,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222429,1748,0.027,0.032,0.054,0.145,0.742
2021-02-15,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222670,1748,0.027,0.032,0.054,0.145,0.742
2021-02-16,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,222916,1748,0.027,0.032,0.054,0.145,0.742
2021-02-17,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223200,1748,0.027,0.032,0.054,0.145,0.742
2021-02-18,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223624,1748,0.027,0.032,0.054,0.145,0.742
2021-02-19,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,223960,1748,0.027,0.032,0.054,0.145,0.742
2021-02-20,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224227,1748,0.027,0.032,0.054,0.145,0.742
2021-02-21,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224469,1748,0.027,0.032,0.054,0.145,0.742
2021-02-22,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224597,1748,0.027,0.032,0.054,0.145,0.742
2021-02-23,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,224944,1748,0.027,0.032,0.054,0.145,0.742
2021-02-24,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,225301,1748,0.027,0.032,0.054,0.145,0.742
2021-02-25,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,225820,1748,0.027,0.032,0.054,0.145,0.742
2021-02-26,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226120,1748,0.027,0.032,0.054,0.145,0.742
2021-02-27,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226469,1748,0.027,0.032,0.054,0.145,0.742
2021-02-28,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226701,1748,0.027,0.032,0.054,0.145,0.742
2021-03-01,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,226871,1748,0.027,0.032,0.054,0.145,0.742
2021-03-02,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227107,1748,0.027,0.032,0.054,0.145,0.742
2021-03-03,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227455,1748,0.027,0.032,0.054,0.145,0.742
2021-03-04,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,227771,1748,0.027,0.032,0.054,0.145,0.742
2021-03-05,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228083,1748,0.027,0.032,0.054,0.145,0.742
2021-03-06,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228492,1748,0.027,0.032,0.054,0.145,0.742
2021-03-07,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228665,1748,0.027,0.032,0.054,0.145,0.742
2021-03-08,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,228806,1748,0.027,0.032,0.054,0.145,0.742
2021-03-09,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229156,1748,0.027,0.032,0.054,0.145,0.742
2021-03-10,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229415,1748,0.027,0.032,0.054,0.145,0.742
2021-03-11,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,229956,1748,0.027,0.032,0.054,0.145,0.742
2021-03-12,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,230758,1748,0.027,0.032,0.054,0.145,0.742
2021-03-13,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,231116,1748,0.027,0.032,0.054,0.145,0.742
2021-03-14,1,Yes,Official,"Nev. Guidance on Directive 024 (June 24, 2020)",32003,231277,1748,0.027,0.032,0.054,0.145,0.742
2021-03-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231416,1748,0.027,0.032,0.054,0.145,0.742
2021-03-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231710,1748,0.027,0.032,0.054,0.145,0.742
2021-03-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,231946,1748,0.027,0.032,0.054,0.145,0.742
2021-03-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232174,1748,0.027,0.032,0.054,0.145,0.742
2021-03-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232382,1748,0.027,0.032,0.054,0.145,0.742
2021-03-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232595,1748,0.027,0.032,0.054,0.145,0.742
2021-03-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232730,1748,0.027,0.032,0.054,0.145,0.742
2021-03-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232808,1748,0.027,0.032,0.054,0.145,0.742
2021-03-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,232916,1748,0.027,0.032,0.054,0.145,0.742
2021-03-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233110,1748,0.027,0.032,0.054,0.145,0.742
2021-03-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233305,1748,0.027,0.032,0.054,0.145,0.742
2021-03-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233671,1748,0.027,0.032,0.054,0.145,0.742
2021-03-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,233889,1748,0.027,0.032,0.054,0.145,0.742
2021-03-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234031,1748,0.027,0.032,0.054,0.145,0.742
2021-03-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234131,1748,0.027,0.032,0.054,0.145,0.742
2021-03-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234300,1748,0.027,0.032,0.054,0.145,0.742
2021-03-31,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234549,1748,0.027,0.032,0.054,0.145,0.742
2021-04-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,234803,1748,0.027,0.032,0.054,0.145,0.742
2021-04-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235081,1748,0.027,0.032,0.054,0.145,0.742
2021-04-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235444,1748,0.027,0.032,0.054,0.145,0.742
2021-04-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235590,1748,0.027,0.032,0.054,0.145,0.742
2021-04-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235695,1748,0.027,0.032,0.054,0.145,0.742
2021-04-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,235900,1748,0.027,0.032,0.054,0.145,0.742
2021-04-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236130,1748,0.027,0.032,0.054,0.145,0.742
2021-04-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,236483,1748,0.027,0.032,0.054,0.145,0.742
2021-04-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237037,1748,0.027,0.032,0.054,0.145,0.742
2021-04-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,237737,1748,0.027,0.032,0.054,0.145,0.742
2021-04-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238008,1748,0.027,0.032,0.054,0.145,0.742
2021-04-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238245,1748,0.027,0.032,0.054,0.145,0.742
2021-04-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238555,1748,0.027,0.032,0.054,0.145,0.742
2021-04-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,238853,1748,0.027,0.032,0.054,0.145,0.742
2021-04-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239293,1748,0.027,0.032,0.054,0.145,0.742
2021-04-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 041 (Mar. 12, 2021)",32003,239748,1748,0.027,0.032,0.054,0.145,0.742
2021-04-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240307,1748,0.027,0.032,0.054,0.145,0.742
2021-04-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240574,1748,0.027,0.032,0.054,0.145,0.742
2021-04-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,240909,1748,0.027,0.032,0.054,0.145,0.742
2021-04-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241353,1748,0.027,0.032,0.054,0.145,0.742
2021-04-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-25,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,241814,1748,0.027,0.032,0.054,0.145,0.742
2021-04-26,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242524,1748,0.027,0.032,0.054,0.145,0.742
2021-04-27,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,242819,1748,0.027,0.032,0.054,0.145,0.742
2021-04-28,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243155,1748,0.027,0.032,0.054,0.145,0.742
2021-04-29,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243550,1748,0.027,0.032,0.054,0.145,0.742
2021-04-30,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-01,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-02,1,Yes,Official,"Nev. Emerg. Declaration Directive 044 (Apr. 19, 2021)",32003,243942,1748,0.027,0.032,0.054,0.145,0.742
2021-05-03,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,244647,1748,0.027,0.032,0.054,0.145,0.742
2021-05-04,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245034,1748,0.027,0.032,0.054,0.145,0.742
2021-05-05,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245358,1748,0.027,0.032,0.054,0.145,0.742
2021-05-06,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,245693,1748,0.027,0.032,0.054,0.145,0.742
2021-05-07,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-08,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-09,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246106,1748,0.027,0.032,0.054,0.145,0.742
2021-05-10,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,246811,1748,0.027,0.032,0.054,0.145,0.742
2021-05-11,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247186,1748,0.027,0.032,0.054,0.145,0.742
2021-05-12,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,247606,1748,0.027,0.032,0.054,0.145,0.742
2021-05-13,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248006,1748,0.027,0.032,0.054,0.145,0.742
2021-05-14,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-15,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-16,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248336,1748,0.027,0.032,0.054,0.145,0.742
2021-05-17,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,248793,1748,0.027,0.032,0.054,0.145,0.742
2021-05-18,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249011,1748,0.027,0.032,0.054,0.145,0.742
2021-05-19,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249295,1748,0.027,0.032,0.054,0.145,0.742
2021-05-20,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249573,1748,0.027,0.032,0.054,0.145,0.742
2021-05-21,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-22,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-23,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,249831,1748,0.027,0.032,0.054,0.145,0.742
2021-05-24,1,Yes,Official,"Nev. Emerg. Declaration Directive 045 (May 3, 2021)",32003,250169,1748,0.027,0.032,0.054,0.145,0.742
